phenotype	tissue	intron	pvalue	rcp
Astle_et_al_2016_Neutrophil_count	Brain_Cerebellar_Hemisphere	intron_10_28526008_28532442	4.97118205405636e-22	0.528
Astle_et_al_2016_Neutrophil_count	Brain_Cerebellar_Hemisphere	intron_10_28524611_28525948	7.01099947196021e-21	0.514
Astle_et_al_2016_Neutrophil_count	Brain_Cerebellar_Hemisphere	intron_5_69311204_69313985	5.58499044015228e-15	0.631
Astle_et_al_2016_Neutrophil_count	Brain_Cerebellar_Hemisphere	intron_5_69300127_69303847	1.02800134777861e-14	0.506
Astle_et_al_2016_Neutrophil_count	Brain_Cerebellar_Hemisphere	intron_5_69306902_69307951	1.10899860148657e-14	0.516
Astle_et_al_2016_Neutrophil_count	Brain_Cerebellar_Hemisphere	intron_5_179699049_179705679	1.20900122785901e-11	0.75
Astle_et_al_2016_Neutrophil_count	Brain_Cerebellar_Hemisphere	intron_5_179699102_179705679	1.64099753236845e-11	0.744
Astle_et_al_2016_Neutrophil_count	Brain_Cerebellar_Hemisphere	intron_19_48638293_48638888	1.83546011926723e-11	0.564
Astle_et_al_2016_Neutrophil_count	Brain_Cerebellar_Hemisphere	intron_18_23506642_23533355	5.19400125860876e-11	0.694
Astle_et_al_2016_Neutrophil_count	Brain_Cerebellar_Hemisphere	intron_19_7787978_7788324	2.83099698153742e-10	0.658
Astle_et_al_2016_Neutrophil_count	Brain_Cerebellar_Hemisphere	intron_19_7787978_7788308	2.83099698153742e-10	0.624
Astle_et_al_2016_Neutrophil_count	Brain_Cerebellum	intron_5_69311204_69320237	5.58499044015224e-15	0.574
Astle_et_al_2016_Neutrophil_count	Brain_Cerebellum	intron_5_69300127_69303847	1.08300046942768e-14	0.504
Astle_et_al_2016_Neutrophil_count	Brain_Cerebellum	intron_15_101178980_101235082	1.18300058133141e-12	0.578
Astle_et_al_2016_Neutrophil_count	Brain_Cerebellum	intron_5_179699102_179705679	1.64099753236844e-11	0.539
Astle_et_al_2016_Neutrophil_count	Brain_Cerebellum	intron_11_61803111_61803363	1.6908167927102e-11	0.537
Astle_et_al_2016_Neutrophil_count	Brain_Cerebellum	intron_4_728628_730630	2.53000080814101e-11	0.613
Astle_et_al_2016_Neutrophil_count	Brain_Cerebellum	intron_2_168862049_168864834	3.66630368606123e-11	0.788
Astle_et_al_2016_Neutrophil_count	Brain_Cortex	intron_5_69285467_69294793	2.68700974006769e-15	0.624
Astle_et_al_2016_Neutrophil_count	Brain_Cortex	intron_2_168862049_168864834	1.02099980520457e-13	0.805
Astle_et_al_2016_Neutrophil_count	Brain_Cortex	intron_19_48638293_48638888	1.83804112410249e-11	0.588
Astle_et_al_2016_Neutrophil_count	Brain_Cortex	intron_11_61803111_61803363	2.08899820765977e-11	0.656
Astle_et_al_2016_Neutrophil_count	Brain_Frontal_Cortex_BA9	intron_5_69311204_69313985	5.58499044015228e-15	0.563
Astle_et_al_2016_Neutrophil_count	Brain_Frontal_Cortex_BA9	intron_2_168862049_168864834	1.02099980520456e-13	0.629
Astle_et_al_2016_Neutrophil_count	Brain_Frontal_Cortex_BA9	intron_5_179699102_179705679	9.01569941011932e-12	0.68
Astle_et_al_2016_Neutrophil_count	Brain_Frontal_Cortex_BA9	intron_5_179699049_179705679	1.209001227859e-11	0.68
Astle_et_al_2016_Neutrophil_count	Brain_Frontal_Cortex_BA9	intron_19_48638293_48638888	1.81365387235579e-11	0.707
Astle_et_al_2016_Neutrophil_count	Brain_Frontal_Cortex_BA9	intron_11_61803111_61803363	2.08899820765975e-11	0.696
Astle_et_al_2016_Neutrophil_count	Brain_Frontal_Cortex_BA9	intron_11_61790602_61792556	6.04175761924652e-10	0.563
Astle_et_al_2016_Neutrophil_count	Brain_Frontal_Cortex_BA9	intron_4_7043849_7054062	7.30699028047297e-10	0.88
Astle_et_al_2016_Neutrophil_count	Brain_Frontal_Cortex_BA9	intron_4_7043849_7048463	7.30699028047305e-10	0.72
Astle_et_al_2016_Neutrophil_count	Brain_Hippocampus	intron_19_43649143_43652225	1.42799774813472e-68	0.617
Astle_et_al_2016_Neutrophil_count	Brain_Hippocampus	intron_5_69311204_69313985	6.14200799176662e-15	0.568
Astle_et_al_2016_Neutrophil_count	Brain_Hippocampus	intron_5_179699049_179705679	1.64099753236844e-11	0.595
Astle_et_al_2016_Neutrophil_count	Brain_Hippocampus	intron_2_168862049_168864834	2.75267872629337e-11	0.533
Astle_et_al_2016_Neutrophil_count	Brain_Hippocampus	intron_18_23506642_23533355	5.19400125860879e-11	0.646
Astle_et_al_2016_Neutrophil_count	Brain_Hippocampus	intron_4_7043849_7054062	7.30699028047297e-10	0.879
Astle_et_al_2016_Neutrophil_count	Brain_Hippocampus	intron_18_23532284_23533355	7.45849585086714e-10	0.611
Astle_et_al_2016_Neutrophil_count	Brain_Hippocampus	intron_10_89247649_89251737	5.76708411177367e-09	0.76
Astle_et_al_2016_Neutrophil_count	Brain_Hypothalamus	intron_19_43649143_43652225	1.55469931339604e-68	0.659
Astle_et_al_2016_Neutrophil_count	Brain_Hypothalamus	intron_1_36475673_36479433	3.71700116303786e-21	0.52
Astle_et_al_2016_Neutrophil_count	Brain_Hypothalamus	intron_10_28526008_28532442	1.05131106905352e-19	0.524
Astle_et_al_2016_Neutrophil_count	Brain_Hypothalamus	intron_5_69311204_69313985	5.58499044015234e-15	0.598
Astle_et_al_2016_Neutrophil_count	Brain_Hypothalamus	intron_5_179699102_179705679	3.25047267402075e-12	0.69
Astle_et_al_2016_Neutrophil_count	Brain_Hypothalamus	intron_5_179699049_179705679	1.20900122785901e-11	0.658
Astle_et_al_2016_Neutrophil_count	Brain_Hypothalamus	intron_18_23506642_23533355	5.19400125860879e-11	0.687
Astle_et_al_2016_Neutrophil_count	Brain_Hypothalamus	intron_18_23573574_23586287	5.70700270400725e-11	0.641
Astle_et_al_2016_Neutrophil_count	Brain_Hypothalamus	intron_2_168862049_168864834	6.40615903205695e-11	0.877
Astle_et_al_2016_Neutrophil_count	Brain_Hypothalamus	intron_18_23526765_23529179	7.08699255838222e-11	0.628
Astle_et_al_2016_Neutrophil_count	Brain_Hypothalamus	intron_18_23532284_23533355	4.13252028537903e-10	0.618
Astle_et_al_2016_Neutrophil_count	Brain_Hypothalamus	intron_4_7043849_7048463	7.30699028047297e-10	0.978
Astle_et_al_2016_Neutrophil_count	Brain_Hypothalamus	intron_4_7043849_7054062	7.30699028047297e-10	0.981
Astle_et_al_2016_Neutrophil_count	Brain_Hypothalamus	intron_19_1049005_1049266	2.42584548556558e-09	0.801
Astle_et_al_2016_Neutrophil_count	Brain_Nucleus_accumbens_basal_ganglia	intron_10_28526008_28532442	2.23960806093527e-19	0.502
Astle_et_al_2016_Neutrophil_count	Brain_Nucleus_accumbens_basal_ganglia	intron_2_168862049_168864834	1.02099980520455e-13	0.858
Astle_et_al_2016_Neutrophil_count	Brain_Nucleus_accumbens_basal_ganglia	intron_18_23506642_23533355	1.17287757863376e-11	0.513
Astle_et_al_2016_Neutrophil_count	Brain_Nucleus_accumbens_basal_ganglia	intron_5_179699049_179705679	1.64099753236844e-11	0.71
Astle_et_al_2016_Neutrophil_count	Brain_Nucleus_accumbens_basal_ganglia	intron_5_179699102_179705679	1.64099753236844e-11	0.708
Astle_et_al_2016_Neutrophil_count	Brain_Nucleus_accumbens_basal_ganglia	intron_18_23532284_23533355	1.59902982247652e-09	0.532
Astle_et_al_2016_Neutrophil_count	Brain_Putamen_basal_ganglia	intron_5_179699102_179705679	1.64099753236844e-11	0.51
Astle_et_al_2016_Neutrophil_count	Brain_Putamen_basal_ganglia	intron_2_168862049_168864834	1.68087926108534e-11	0.864
Astle_et_al_2016_Neutrophil_count	Brain_Putamen_basal_ganglia	intron_18_23506642_23533355	1.69187170024281e-11	0.631
Astle_et_al_2016_Neutrophil_count	Brain_Spinal_cord_cervical_c-1	intron_6_31269525_31269966	4.12624422288209e-29	0.664
Astle_et_al_2016_Neutrophil_count	Brain_Spinal_cord_cervical_c-1	intron_10_28526008_28532442	5.20012681962291e-19	0.517
Astle_et_al_2016_Neutrophil_count	Brain_Spinal_cord_cervical_c-1	intron_5_69311204_69313985	6.14200799176662e-15	0.618
Astle_et_al_2016_Neutrophil_count	Brain_Spinal_cord_cervical_c-1	intron_5_69306902_69307951	1.10899860148656e-14	0.528
Astle_et_al_2016_Neutrophil_count	Brain_Spinal_cord_cervical_c-1	intron_2_168862049_168864834	2.23884213242879e-11	0.784
Astle_et_al_2016_Neutrophil_count	Brain_Spinal_cord_cervical_c-1	intron_18_23532284_23533355	5.08450601743008e-10	0.672
Astle_et_al_2016_Neutrophil_count	Brain_Spinal_cord_cervical_c-1	intron_10_89247649_89250611	2.2019979865564e-08	0.772
Astle_et_al_2016_Neutrophil_count	Brain_Substantia_nigra	intron_5_69311204_69320237	6.14200799176662e-15	0.515
Astle_et_al_2016_Neutrophil_count	Brain_Substantia_nigra	intron_5_179699049_179705679	1.64099753236844e-11	0.535
Astle_et_al_2016_Neutrophil_count	Brain_Substantia_nigra	intron_5_179699102_179705679	1.64099753236845e-11	0.552
Astle_et_al_2016_Neutrophil_count	Brain_Substantia_nigra	intron_18_23506642_23533355	5.19400125860879e-11	0.562
Astle_et_al_2016_Neutrophil_count	Breast_Mammary_Tissue	intron_10_28526008_28532442	5.47698831464365e-21	0.539
Astle_et_al_2016_Neutrophil_count	Breast_Mammary_Tissue	intron_10_28524611_28525948	7.01099947196036e-21	0.523
Astle_et_al_2016_Neutrophil_count	Breast_Mammary_Tissue	intron_5_69311204_69313985	5.58499044015217e-15	0.647
Astle_et_al_2016_Neutrophil_count	Breast_Mammary_Tissue	intron_5_69311204_69320237	6.14200799176662e-15	0.653
Astle_et_al_2016_Neutrophil_count	Breast_Mammary_Tissue	intron_2_168851006_168851084	8.87318852983961e-15	0.886
Astle_et_al_2016_Neutrophil_count	Breast_Mammary_Tissue	intron_5_69300127_69303847	9.26576623764395e-15	0.541
Astle_et_al_2016_Neutrophil_count	Breast_Mammary_Tissue	intron_5_69306902_69307951	1.10899860148656e-14	0.555
Astle_et_al_2016_Neutrophil_count	Breast_Mammary_Tissue	intron_2_168843117_168850836	5.40200765516085e-14	0.822
Astle_et_al_2016_Neutrophil_count	Breast_Mammary_Tissue	intron_2_168851404_168856690	6.2570077908724e-14	0.924
Astle_et_al_2016_Neutrophil_count	Breast_Mammary_Tissue	intron_2_168862049_168863381	1.02099980520456e-13	0.898
Astle_et_al_2016_Neutrophil_count	Breast_Mammary_Tissue	intron_2_168843117_168851084	1.02099980520456e-13	0.901
Astle_et_al_2016_Neutrophil_count	Breast_Mammary_Tissue	intron_2_168862049_168863377	3.25597934694225e-13	0.9
Astle_et_al_2016_Neutrophil_count	Breast_Mammary_Tissue	intron_2_168862049_168864834	1.29228809288512e-12	0.899
Astle_et_al_2016_Neutrophil_count	Breast_Mammary_Tissue	intron_11_61828597_61837778	1.16899955650355e-11	0.772
Astle_et_al_2016_Neutrophil_count	Breast_Mammary_Tissue	intron_5_179699102_179705679	1.64099753236844e-11	0.746
Astle_et_al_2016_Neutrophil_count	Breast_Mammary_Tissue	intron_5_179699049_179705679	1.64099753236845e-11	0.746
Astle_et_al_2016_Neutrophil_count	Breast_Mammary_Tissue	intron_5_69285467_69294793	2.37275949320539e-11	0.576
Astle_et_al_2016_Neutrophil_count	Breast_Mammary_Tissue	intron_13_49549648_49551326	2.15199811115701e-09	0.817
Astle_et_al_2016_Neutrophil_count	Breast_Mammary_Tissue	intron_13_49549648_49549743	2.15199811115701e-09	0.828
Astle_et_al_2016_Neutrophil_count	Breast_Mammary_Tissue	intron_9_113156172_113157727	3.42806786292069e-09	0.878
Astle_et_al_2016_Neutrophil_count	Breast_Mammary_Tissue	intron_10_71755466_71773358	1.96700234248629e-08	0.98
Astle_et_al_2016_Neutrophil_count	Breast_Mammary_Tissue	intron_10_89247649_89251707	2.25699758421105e-08	0.823
Astle_et_al_2016_Neutrophil_count	Cells_Cultured_fibroblasts	intron_10_28524611_28525948	7.01099947196021e-21	0.557
Astle_et_al_2016_Neutrophil_count	Cells_Cultured_fibroblasts	intron_10_28524611_28532442	7.01099947196036e-21	0.567
Astle_et_al_2016_Neutrophil_count	Cells_Cultured_fibroblasts	intron_10_28526008_28532442	4.80506010778671e-19	0.575
Astle_et_al_2016_Neutrophil_count	Cells_Cultured_fibroblasts	intron_10_28526008_28531735	6.39220329474895e-18	0.575
Astle_et_al_2016_Neutrophil_count	Cells_Cultured_fibroblasts	intron_5_69285467_69294793	2.73321604263659e-15	0.704
Astle_et_al_2016_Neutrophil_count	Cells_Cultured_fibroblasts	intron_5_69311204_69313985	5.58499044015228e-15	0.622
Astle_et_al_2016_Neutrophil_count	Cells_Cultured_fibroblasts	intron_5_69311204_69320237	5.58499044015234e-15	0.676
Astle_et_al_2016_Neutrophil_count	Cells_Cultured_fibroblasts	intron_5_69306902_69307951	1.10899860148657e-14	0.57
Astle_et_al_2016_Neutrophil_count	Cells_Cultured_fibroblasts	intron_5_69314043_69320237	5.24784053053804e-14	0.519
Astle_et_al_2016_Neutrophil_count	Cells_Cultured_fibroblasts	intron_5_179699102_179705679	5.09907421880527e-12	0.772
Astle_et_al_2016_Neutrophil_count	Cells_Cultured_fibroblasts	intron_5_179699049_179705679	5.14693248364038e-12	0.772
Astle_et_al_2016_Neutrophil_count	Cells_Cultured_fibroblasts	intron_7_149080717_149090623	3.05300436561999e-10	0.52
Astle_et_al_2016_Neutrophil_count	Cells_Cultured_fibroblasts	intron_1_108195992_108199956	3.83100307622849e-10	0.625
Astle_et_al_2016_Neutrophil_count	Cells_Cultured_fibroblasts	intron_4_7043849_7054062	7.30699028047305e-10	0.982
Astle_et_al_2016_Neutrophil_count	Cells_Cultured_fibroblasts	intron_13_49549648_49551326	2.15199811115699e-09	0.742
Astle_et_al_2016_Neutrophil_count	Cells_Cultured_fibroblasts	intron_13_49549648_49549743	2.15199811115699e-09	0.816
Astle_et_al_2016_Neutrophil_count	Cells_Cultured_fibroblasts	intron_18_23532284_23533355	5.78357976559664e-09	0.69
Astle_et_al_2016_Neutrophil_count	Cells_Cultured_fibroblasts	intron_10_89247649_89251737	1.68943729573033e-08	0.865
Astle_et_al_2016_Neutrophil_count	Cells_Cultured_fibroblasts	intron_10_71755466_71773358	1.96700234248628e-08	0.996
Astle_et_al_2016_Neutrophil_count	Cells_Cultured_fibroblasts	intron_10_89247649_89251707	2.72747642863983e-08	0.869
Astle_et_al_2016_Neutrophil_count	Cells_EBV-transformed_lymphocytes	intron_10_28524611_28525948	7.01099947196036e-21	0.591
Astle_et_al_2016_Neutrophil_count	Cells_EBV-transformed_lymphocytes	intron_10_28524574_28525948	7.01099947196046e-21	0.601
Astle_et_al_2016_Neutrophil_count	Cells_EBV-transformed_lymphocytes	intron_10_28526008_28532442	1.24158694252185e-18	0.6
Astle_et_al_2016_Neutrophil_count	Cells_EBV-transformed_lymphocytes	intron_5_69311204_69313985	6.14200799176655e-15	0.696
Astle_et_al_2016_Neutrophil_count	Cells_EBV-transformed_lymphocytes	intron_5_69311204_69320237	6.14200799176662e-15	0.705
Astle_et_al_2016_Neutrophil_count	Cells_EBV-transformed_lymphocytes	intron_5_69300127_69303847	1.02800134777861e-14	0.636
Astle_et_al_2016_Neutrophil_count	Cells_EBV-transformed_lymphocytes	intron_5_69306902_69307951	1.10899860148656e-14	0.616
Astle_et_al_2016_Neutrophil_count	Cells_EBV-transformed_lymphocytes	intron_5_69303929_69306817	1.21100199104577e-14	0.551
Astle_et_al_2016_Neutrophil_count	Cells_EBV-transformed_lymphocytes	intron_5_69303929_69307951	1.21100199104578e-14	0.615
Astle_et_al_2016_Neutrophil_count	Cells_EBV-transformed_lymphocytes	intron_5_69314043_69320237	5.24784053053795e-14	0.551
Astle_et_al_2016_Neutrophil_count	Cells_EBV-transformed_lymphocytes	intron_5_69320345_69320465	1.53499948718716e-12	0.536
Astle_et_al_2016_Neutrophil_count	Cells_EBV-transformed_lymphocytes	intron_5_179699102_179705679	1.64099753236844e-11	0.791
Astle_et_al_2016_Neutrophil_count	Cells_EBV-transformed_lymphocytes	intron_5_179699049_179705679	1.64099753236844e-11	0.792
Astle_et_al_2016_Neutrophil_count	Cells_EBV-transformed_lymphocytes	intron_8_11494591_11543135	2.13300196291099e-11	0.673
Astle_et_al_2016_Neutrophil_count	Cells_EBV-transformed_lymphocytes	intron_7_44967958_44969413	5.23645387331247e-11	0.689
Astle_et_al_2016_Neutrophil_count	Cells_EBV-transformed_lymphocytes	intron_7_44967958_44968920	5.24509527200734e-11	0.691
Astle_et_al_2016_Neutrophil_count	Cells_EBV-transformed_lymphocytes	intron_8_11539571_11543224	6.23599973932136e-11	0.551
Astle_et_al_2016_Neutrophil_count	Cells_EBV-transformed_lymphocytes	intron_13_49549648_49549743	2.15199811115701e-09	0.561
Astle_et_al_2016_Neutrophil_count	Cells_EBV-transformed_lymphocytes	intron_10_89247649_89251707	1.1615837119917e-08	0.868
Astle_et_al_2016_Neutrophil_count	Cells_EBV-transformed_lymphocytes	intron_10_89247649_89251737	1.17267705680812e-08	0.714
Astle_et_al_2016_Neutrophil_count	Colon_Sigmoid	intron_11_308438_309013	3.92890771454597e-40	0.839
Astle_et_al_2016_Neutrophil_count	Colon_Sigmoid	intron_11_314356_314922	1.66465955252106e-21	0.572
Astle_et_al_2016_Neutrophil_count	Colon_Sigmoid	intron_10_28526008_28532442	1.26931704807086e-18	0.511
Astle_et_al_2016_Neutrophil_count	Colon_Sigmoid	intron_5_69292362_69294793	2.15699655432804e-15	0.603
Astle_et_al_2016_Neutrophil_count	Colon_Sigmoid	intron_5_69311204_69313985	5.58499044015228e-15	0.516
Astle_et_al_2016_Neutrophil_count	Colon_Sigmoid	intron_5_69311204_69320237	5.58499044015228e-15	0.594
Astle_et_al_2016_Neutrophil_count	Colon_Sigmoid	intron_5_69300127_69303847	1.08300046942768e-14	0.534
Astle_et_al_2016_Neutrophil_count	Colon_Sigmoid	intron_5_69306902_69307951	1.10899860148657e-14	0.533
Astle_et_al_2016_Neutrophil_count	Colon_Sigmoid	intron_2_168862049_168864834	5.19771407101447e-12	0.889
Astle_et_al_2016_Neutrophil_count	Colon_Sigmoid	intron_4_730668_730970	2.53000080814105e-11	0.602
Astle_et_al_2016_Neutrophil_count	Colon_Sigmoid	intron_13_49549648_49551326	2.15199811115699e-09	0.558
Astle_et_al_2016_Neutrophil_count	Colon_Transverse	intron_11_308438_309013	1.70859413298463e-42	0.667
Astle_et_al_2016_Neutrophil_count	Colon_Transverse	intron_10_28526008_28532442	1.18191739277784e-18	0.526
Astle_et_al_2016_Neutrophil_count	Colon_Transverse	intron_5_69285467_69294793	4.22115755688574e-15	0.579
Astle_et_al_2016_Neutrophil_count	Colon_Transverse	intron_5_69311204_69313985	5.58499044015224e-15	0.627
Astle_et_al_2016_Neutrophil_count	Colon_Transverse	intron_5_69311204_69320237	6.14200799176649e-15	0.641
Astle_et_al_2016_Neutrophil_count	Colon_Transverse	intron_5_69306902_69307951	1.10899860148656e-14	0.525
Astle_et_al_2016_Neutrophil_count	Colon_Transverse	intron_2_168862049_168863377	6.29571190759911e-14	0.888
Astle_et_al_2016_Neutrophil_count	Colon_Transverse	intron_2_168862049_168864834	1.02099980520457e-13	0.889
Astle_et_al_2016_Neutrophil_count	Colon_Transverse	intron_5_179699102_179705679	1.64099753236844e-11	0.721
Astle_et_al_2016_Neutrophil_count	Colon_Transverse	intron_5_179699049_179705679	1.64099753236845e-11	0.728
Astle_et_al_2016_Neutrophil_count	Colon_Transverse	intron_10_71755466_71773358	1.96700234248629e-08	0.995
Astle_et_al_2016_Neutrophil_count	Esophagus_Gastroesophageal_Junction	intron_19_43649143_43652225	9.516748381538e-69	0.948
Astle_et_al_2016_Neutrophil_count	Esophagus_Gastroesophageal_Junction	intron_11_308438_309013	4.88195600844815e-44	0.923
Astle_et_al_2016_Neutrophil_count	Esophagus_Gastroesophageal_Junction	intron_11_314356_314922	4.47698824278419e-43	0.795
Astle_et_al_2016_Neutrophil_count	Esophagus_Gastroesophageal_Junction	intron_10_28526008_28532442	7.15221874406769e-20	0.519
Astle_et_al_2016_Neutrophil_count	Esophagus_Gastroesophageal_Junction	intron_5_69311204_69313985	6.14200799176662e-15	0.571
Astle_et_al_2016_Neutrophil_count	Esophagus_Gastroesophageal_Junction	intron_5_69311204_69320237	6.14200799176662e-15	0.621
Astle_et_al_2016_Neutrophil_count	Esophagus_Gastroesophageal_Junction	intron_5_69306902_69307951	1.10899860148656e-14	0.522
Astle_et_al_2016_Neutrophil_count	Esophagus_Gastroesophageal_Junction	intron_2_168843117_168851084	5.40200765516089e-14	0.547
Astle_et_al_2016_Neutrophil_count	Esophagus_Gastroesophageal_Junction	intron_2_168862049_168864834	1.02099980520456e-13	0.893
Astle_et_al_2016_Neutrophil_count	Esophagus_Gastroesophageal_Junction	intron_2_168862049_168863377	5.59087582353923e-13	0.893
Astle_et_al_2016_Neutrophil_count	Esophagus_Gastroesophageal_Junction	intron_5_179699102_179705679	1.64099753236844e-11	0.697
Astle_et_al_2016_Neutrophil_count	Esophagus_Gastroesophageal_Junction	intron_5_179699049_179705679	1.64099753236844e-11	0.693
Astle_et_al_2016_Neutrophil_count	Esophagus_Gastroesophageal_Junction	intron_13_49549648_49551326	6.25800712917093e-09	0.562
Astle_et_al_2016_Neutrophil_count	Esophagus_Gastroesophageal_Junction	intron_13_49549648_49549743	6.25800712917093e-09	0.526
Astle_et_al_2016_Neutrophil_count	Esophagus_Mucosa	intron_11_308438_309013	1.43825274922786e-42	0.986
Astle_et_al_2016_Neutrophil_count	Esophagus_Mucosa	intron_10_28526008_28532442	5.47698831464365e-21	0.531
Astle_et_al_2016_Neutrophil_count	Esophagus_Mucosa	intron_10_28524611_28525948	1.24881371888022e-19	0.514
Astle_et_al_2016_Neutrophil_count	Esophagus_Mucosa	intron_5_69294900_69300012	2.15699655432804e-15	0.554
Astle_et_al_2016_Neutrophil_count	Esophagus_Mucosa	intron_5_69285467_69294793	2.27022696478463e-15	0.609
