phenotype	tissue	intron	pvalue	rcp
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Not_Sun_Exposed_Suprapubic	intron_13_49549648_49549743	1.20000073061647e-10	0.827
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Not_Sun_Exposed_Suprapubic	intron_5_179699102_179705679	9.02600964633019e-10	0.864
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Not_Sun_Exposed_Suprapubic	intron_5_179699049_179705679	9.02600964633019e-10	0.863
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Not_Sun_Exposed_Suprapubic	intron_10_44380880_44384945	2.03299976124408e-09	0.863
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Sun_Exposed_Lower_leg	intron_11_308438_309013	3.54106518453762e-41	0.921
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Sun_Exposed_Lower_leg	intron_11_314356_314922	2.09424461514616e-22	0.911
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Sun_Exposed_Lower_leg	intron_2_168843117_168850836	9.90699395291555e-17	0.895
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Sun_Exposed_Lower_leg	intron_2_168851006_168851084	9.90699395291555e-17	0.929
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Sun_Exposed_Lower_leg	intron_2_168862049_168863381	1.9269937564493e-16	0.904
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Sun_Exposed_Lower_leg	intron_2_168862049_168863377	1.07374393900937e-15	0.886
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Sun_Exposed_Lower_leg	intron_2_168862049_168864834	3.8915521320083e-15	0.904
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Sun_Exposed_Lower_leg	intron_5_69311204_69313985	2.10499635504838e-13	0.6
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Sun_Exposed_Lower_leg	intron_5_69306902_69307951	4.13500565545414e-13	0.532
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Sun_Exposed_Lower_leg	intron_5_69300127_69303847	4.36600381764311e-13	0.52
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Sun_Exposed_Lower_leg	intron_9_136431985_136432479	8.02968268063587e-11	0.503
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Sun_Exposed_Lower_leg	intron_19_1032696_1036416	9.79585785480344e-11	0.849
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Sun_Exposed_Lower_leg	intron_18_23519174_23520202	1.11000063719939e-10	0.635
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Sun_Exposed_Lower_leg	intron_13_49549648_49551326	1.20000073061648e-10	0.81
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Sun_Exposed_Lower_leg	intron_18_23522906_23533355	1.83311544825107e-10	0.512
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Sun_Exposed_Lower_leg	intron_5_179699049_179705679	5.52500794597618e-10	0.872
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Sun_Exposed_Lower_leg	intron_5_179699102_179705679	5.52500794597625e-10	0.878
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Sun_Exposed_Lower_leg	intron_10_44380880_44384945	7.83400802760166e-10	0.891
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Sun_Exposed_Lower_leg	intron_7_47369621_47380805	9.22398659518945e-10	0.863
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Sun_Exposed_Lower_leg	intron_13_49549648_49549743	1.4662572154244e-08	0.713
Astle_et_al_2016_Myeloid_white_cell_count	Skin_Sun_Exposed_Lower_leg	intron_9_113156172_113157727	2.31099203806258e-08	0.881
Astle_et_al_2016_Myeloid_white_cell_count	Small_Intestine_Terminal_Ileum	intron_11_314356_314922	9.9910295966675e-35	0.57
Astle_et_al_2016_Myeloid_white_cell_count	Small_Intestine_Terminal_Ileum	intron_2_168862049_168863377	1.92699375644926e-16	0.909
Astle_et_al_2016_Myeloid_white_cell_count	Small_Intestine_Terminal_Ileum	intron_2_168862049_168863381	1.92699375644926e-16	0.91
Astle_et_al_2016_Myeloid_white_cell_count	Small_Intestine_Terminal_Ileum	intron_2_168862049_168864834	1.92699375644926e-16	0.912
Astle_et_al_2016_Myeloid_white_cell_count	Small_Intestine_Terminal_Ileum	intron_5_69311204_69313985	1.98400123882904e-13	0.608
Astle_et_al_2016_Myeloid_white_cell_count	Small_Intestine_Terminal_Ileum	intron_5_179699102_179705679	3.23568229497133e-11	0.875
Astle_et_al_2016_Myeloid_white_cell_count	Small_Intestine_Terminal_Ileum	intron_13_49549648_49551326	2.98499871705452e-10	0.675
Astle_et_al_2016_Myeloid_white_cell_count	Small_Intestine_Terminal_Ileum	intron_17_74698481_74698576	3.14899862611965e-10	0.517
Astle_et_al_2016_Myeloid_white_cell_count	Small_Intestine_Terminal_Ileum	intron_5_179699770_179705679	5.52500794597629e-10	0.814
Astle_et_al_2016_Myeloid_white_cell_count	Small_Intestine_Terminal_Ileum	intron_16_30472898_30474196	7.91199212452651e-10	0.881
Astle_et_al_2016_Myeloid_white_cell_count	Small_Intestine_Terminal_Ileum	intron_16_30472898_30473965	7.91199212452651e-10	0.714
Astle_et_al_2016_Myeloid_white_cell_count	Small_Intestine_Terminal_Ileum	intron_5_179699049_179705679	9.02600964633012e-10	0.749
Astle_et_al_2016_Myeloid_white_cell_count	Spleen	intron_5_132349957_132360080	3.92800394137155e-24	0.563
Astle_et_al_2016_Myeloid_white_cell_count	Spleen	intron_1_36477677_36479433	1.3410029770641e-19	0.933
Astle_et_al_2016_Myeloid_white_cell_count	Spleen	intron_1_36475673_36479433	1.34100297706412e-19	0.927
Astle_et_al_2016_Myeloid_white_cell_count	Spleen	intron_2_168862049_168864834	1.92699375644926e-16	0.93
Astle_et_al_2016_Myeloid_white_cell_count	Spleen	intron_5_69306902_69307951	4.13500565545407e-13	0.584
Astle_et_al_2016_Myeloid_white_cell_count	Spleen	intron_5_132313768_132327277	1.9049967499222e-12	0.545
Astle_et_al_2016_Myeloid_white_cell_count	Spleen	intron_13_49549648_49549743	1.20000073061647e-10	0.65
Astle_et_al_2016_Myeloid_white_cell_count	Spleen	intron_19_1032696_1036416	1.37421206241264e-10	0.888
Astle_et_al_2016_Myeloid_white_cell_count	Spleen	intron_7_44967958_44969413	3.19499736841478e-10	0.549
Astle_et_al_2016_Myeloid_white_cell_count	Spleen	intron_7_44967958_44968920	3.1949973684148e-10	0.554
Astle_et_al_2016_Myeloid_white_cell_count	Spleen	intron_16_30472898_30473965	7.91199212452651e-10	0.898
Astle_et_al_2016_Myeloid_white_cell_count	Spleen	intron_16_30474083_30474196	7.91199212452657e-10	0.909
Astle_et_al_2016_Myeloid_white_cell_count	Spleen	intron_16_30472898_30474196	7.91199212452657e-10	0.898
Astle_et_al_2016_Myeloid_white_cell_count	Spleen	intron_5_179699102_179705679	9.02600964633012e-10	0.825
Astle_et_al_2016_Myeloid_white_cell_count	Spleen	intron_6_41194833_41198109	5.83865296923588e-09	0.644
Astle_et_al_2016_Myeloid_white_cell_count	Stomach	intron_11_314356_314922	2.36601246652588e-34	0.861
Astle_et_al_2016_Myeloid_white_cell_count	Stomach	intron_2_168851006_168851084	9.90699395291555e-17	0.579
Astle_et_al_2016_Myeloid_white_cell_count	Stomach	intron_2_168862049_168863381	1.92699375644923e-16	0.904
Astle_et_al_2016_Myeloid_white_cell_count	Stomach	intron_2_168862049_168864834	1.92699375644923e-16	0.917
Astle_et_al_2016_Myeloid_white_cell_count	Stomach	intron_2_168862049_168863377	1.92699375644926e-16	0.917
Astle_et_al_2016_Myeloid_white_cell_count	Stomach	intron_5_69311204_69320237	1.98400123882904e-13	0.669
Astle_et_al_2016_Myeloid_white_cell_count	Stomach	intron_5_69311204_69313985	1.98400123882906e-13	0.673
Astle_et_al_2016_Myeloid_white_cell_count	Stomach	intron_5_69300127_69303847	3.99000069662356e-13	0.546
Astle_et_al_2016_Myeloid_white_cell_count	Stomach	intron_5_69306902_69307951	4.1350056554541e-13	0.572
Astle_et_al_2016_Myeloid_white_cell_count	Stomach	intron_19_48644569_48645403	7.06499855324502e-12	0.56
Astle_et_al_2016_Myeloid_white_cell_count	Stomach	intron_18_23506642_23533355	2.68439075864598e-11	0.749
Astle_et_al_2016_Myeloid_white_cell_count	Stomach	intron_13_49549648_49549743	1.20000073061647e-10	0.653
Astle_et_al_2016_Myeloid_white_cell_count	Stomach	intron_19_1032696_1036416	1.3791353731618e-10	0.861
Astle_et_al_2016_Myeloid_white_cell_count	Stomach	intron_5_179699102_179705679	9.02600964633012e-10	0.846
Astle_et_al_2016_Myeloid_white_cell_count	Stomach	intron_5_179699049_179705679	9.02600964633012e-10	0.835
Astle_et_al_2016_Myeloid_white_cell_count	Testis	intron_19_43649143_43652225	2.42303363782486e-63	0.576
Astle_et_al_2016_Myeloid_white_cell_count	Testis	intron_19_45239061_45245341	8.69099792660433e-41	0.738
Astle_et_al_2016_Myeloid_white_cell_count	Testis	intron_11_308438_309013	7.33233998257085e-38	0.89
Astle_et_al_2016_Myeloid_white_cell_count	Testis	intron_11_308438_309018	6.38449480469502e-34	0.521
Astle_et_al_2016_Myeloid_white_cell_count	Testis	intron_11_314356_314922	3.63793932463135e-23	0.884
Astle_et_al_2016_Myeloid_white_cell_count	Testis	intron_2_168862049_168863377	6.63389282350492e-16	0.864
Astle_et_al_2016_Myeloid_white_cell_count	Testis	intron_2_168862049_168864834	7.28969323859333e-16	0.865
Astle_et_al_2016_Myeloid_white_cell_count	Testis	intron_2_168862049_168863381	1.80080426137315e-15	0.87
Astle_et_al_2016_Myeloid_white_cell_count	Testis	intron_4_7043849_7047955	5.03900316612734e-12	0.956
Astle_et_al_2016_Myeloid_white_cell_count	Testis	intron_8_23103181_23111720	5.79899546227307e-11	0.538
Astle_et_al_2016_Myeloid_white_cell_count	Testis	intron_17_1469614_1470175	7.93444056773139e-11	0.501
Astle_et_al_2016_Myeloid_white_cell_count	Testis	intron_13_49549648_49551326	1.20000073061647e-10	0.545
Astle_et_al_2016_Myeloid_white_cell_count	Testis	intron_19_1032696_1036416	1.40200107596292e-10	0.793
Astle_et_al_2016_Myeloid_white_cell_count	Testis	intron_5_179699049_179705679	9.02600964633012e-10	0.777
Astle_et_al_2016_Myeloid_white_cell_count	Testis	intron_17_7851549_7851648	1.04000068186837e-08	0.78
Astle_et_al_2016_Myeloid_white_cell_count	Testis	intron_17_7851796_7851951	1.04000068186837e-08	0.838
Astle_et_al_2016_Myeloid_white_cell_count	Testis	intron_17_7858824_7859382	1.43999814905765e-08	0.844
Astle_et_al_2016_Myeloid_white_cell_count	Thyroid	intron_11_308438_309013	1.08857524741147e-41	0.604
Astle_et_al_2016_Myeloid_white_cell_count	Thyroid	intron_2_168851006_168851084	7.68969951681762e-18	0.94
Astle_et_al_2016_Myeloid_white_cell_count	Thyroid	intron_2_168843117_168851084	9.90699395291555e-17	0.881
Astle_et_al_2016_Myeloid_white_cell_count	Thyroid	intron_2_168851404_168856690	1.29699799690173e-16	0.612
Astle_et_al_2016_Myeloid_white_cell_count	Thyroid	intron_2_168862049_168863377	1.15272594765232e-15	0.888
Astle_et_al_2016_Myeloid_white_cell_count	Thyroid	intron_2_168862049_168864834	5.07561015728394e-15	0.888
Astle_et_al_2016_Myeloid_white_cell_count	Thyroid	intron_5_69294900_69300012	1.03299913728722e-13	0.522
Astle_et_al_2016_Myeloid_white_cell_count	Thyroid	intron_5_69311204_69313985	2.10499635504835e-13	0.584
Astle_et_al_2016_Myeloid_white_cell_count	Thyroid	intron_5_69300127_69303847	3.99000069662356e-13	0.523
Astle_et_al_2016_Myeloid_white_cell_count	Thyroid	intron_18_23526765_23529179	7.9419917034376e-11	0.657
Astle_et_al_2016_Myeloid_white_cell_count	Thyroid	intron_13_49549648_49550411	2.98499871705452e-10	0.729
Astle_et_al_2016_Myeloid_white_cell_count	Thyroid	intron_5_179699102_179705679	9.02600964633012e-10	0.821
Astle_et_al_2016_Myeloid_white_cell_count	Thyroid	intron_5_179699049_179705679	9.02600964633019e-10	0.821
Astle_et_al_2016_Myeloid_white_cell_count	Thyroid	intron_13_49549648_49549743	4.43568000381945e-09	0.785
Astle_et_al_2016_Myeloid_white_cell_count	Thyroid	intron_13_49549648_49551326	6.9709147605677e-09	0.779
Astle_et_al_2016_Myeloid_white_cell_count	Uterus	intron_11_308438_309013	5.65799098557502e-41	0.9
Astle_et_al_2016_Myeloid_white_cell_count	Uterus	intron_2_168862049_168863377	1.92699375644926e-16	0.909
Astle_et_al_2016_Myeloid_white_cell_count	Uterus	intron_5_69311204_69320237	1.98400123882904e-13	0.678
Astle_et_al_2016_Myeloid_white_cell_count	Uterus	intron_2_168862049_168864834	3.54929122103014e-13	0.827
Astle_et_al_2016_Myeloid_white_cell_count	Uterus	intron_19_1032696_1036416	3.59882093507609e-11	0.866
Astle_et_al_2016_Myeloid_white_cell_count	Uterus	intron_5_179699102_179705679	9.02600964633012e-10	0.661
Astle_et_al_2016_Myeloid_white_cell_count	Uterus	intron_5_179699049_179705679	9.02600964633019e-10	0.641
Astle_et_al_2016_Myeloid_white_cell_count	Uterus	intron_13_49549648_49551326	1.05510504653768e-09	0.681
Astle_et_al_2016_Myeloid_white_cell_count	Uterus	intron_19_1032696_1036130	5.56906043760296e-09	0.617
Astle_et_al_2016_Myeloid_white_cell_count	Uterus	intron_10_71755466_71773358	6.67400737065902e-09	0.997
Astle_et_al_2016_Myeloid_white_cell_count	Vagina	intron_19_43649143_43652225	2.42303363782465e-63	0.595
Astle_et_al_2016_Myeloid_white_cell_count	Vagina	intron_11_308438_309013	3.72652875519963e-40	0.921
Astle_et_al_2016_Myeloid_white_cell_count	Vagina	intron_1_36475673_36479433	1.34100297706412e-19	0.517
Astle_et_al_2016_Myeloid_white_cell_count	Vagina	intron_1_36477677_36479433	1.34100297706415e-19	0.579
Astle_et_al_2016_Myeloid_white_cell_count	Vagina	intron_2_168862049_168863377	1.92699375644926e-16	0.773
Astle_et_al_2016_Myeloid_white_cell_count	Vagina	intron_2_168862049_168864834	1.92699375644926e-16	0.866
Astle_et_al_2016_Myeloid_white_cell_count	Vagina	intron_5_69311204_69313985	2.10499635504839e-13	0.513
Astle_et_al_2016_Myeloid_white_cell_count	Vagina	intron_17_1469614_1470175	6.95073419255924e-11	0.587
Astle_et_al_2016_Myeloid_white_cell_count	Vagina	intron_5_179699102_179705679	9.02600964633012e-10	0.77
Astle_et_al_2016_Myeloid_white_cell_count	Vagina	intron_5_179699049_179705679	9.02600964633012e-10	0.706
Astle_et_al_2016_Myeloid_white_cell_count	Whole_Blood	intron_11_319985_320565	4.12098770801874e-32	0.892
Astle_et_al_2016_Myeloid_white_cell_count	Whole_Blood	intron_5_132295009_132302441	3.91101220918455e-23	0.554
Astle_et_al_2016_Myeloid_white_cell_count	Whole_Blood	intron_11_319990_320565	4.33282258080157e-22	0.877
Astle_et_al_2016_Myeloid_white_cell_count	Whole_Blood	intron_1_36475673_36477605	1.18844452151225e-21	0.958
Astle_et_al_2016_Myeloid_white_cell_count	Whole_Blood	intron_10_28524611_28525948	1.12638996855346e-20	0.521
Astle_et_al_2016_Myeloid_white_cell_count	Whole_Blood	intron_1_36475673_36479433	1.3410029770641e-19	0.974
Astle_et_al_2016_Myeloid_white_cell_count	Whole_Blood	intron_1_36477677_36479433	1.3410029770641e-19	0.978
Astle_et_al_2016_Myeloid_white_cell_count	Whole_Blood	intron_10_28526008_28532442	2.01848897670155e-19	0.536
Astle_et_al_2016_Myeloid_white_cell_count	Whole_Blood	intron_13_28024943_28027088	2.54899133707606e-19	1
Astle_et_al_2016_Myeloid_white_cell_count	Whole_Blood	intron_5_69311204_69313985	1.98400123882904e-13	0.7
Astle_et_al_2016_Myeloid_white_cell_count	Whole_Blood	intron_5_69300127_69303847	2.39482017446725e-13	0.699
Astle_et_al_2016_Myeloid_white_cell_count	Whole_Blood	intron_5_69306902_69307951	4.13500565545407e-13	0.678
Astle_et_al_2016_Myeloid_white_cell_count	Whole_Blood	intron_5_69303929_69306817	4.37699824004044e-13	0.668
Astle_et_al_2016_Myeloid_white_cell_count	Whole_Blood	intron_5_179699102_179705679	8.53015014446166e-11	0.922
Astle_et_al_2016_Myeloid_white_cell_count	Whole_Blood	intron_7_44967958_44969413	3.17111507561465e-10	0.767
Astle_et_al_2016_Myeloid_white_cell_count	Whole_Blood	intron_7_44967958_44968920	3.17195931684558e-10	0.77
Astle_et_al_2016_Myeloid_white_cell_count	Whole_Blood	intron_7_44964519_44964945	5.72099307013978e-10	0.683
Astle_et_al_2016_Myeloid_white_cell_count	Whole_Blood	intron_7_44964162_44964415	5.72099307013982e-10	0.693
Astle_et_al_2016_Myeloid_white_cell_count	Whole_Blood	intron_5_179699049_179705679	9.02600964633019e-10	0.909
Astle_et_al_2016_Neutrophil_count	Adipose_Subcutaneous	intron_19_43649143_43652225	1.42799774813472e-68	0.987
Astle_et_al_2016_Neutrophil_count	Adipose_Subcutaneous	intron_1_36477677_36479433	3.71700116303786e-21	0.725
Astle_et_al_2016_Neutrophil_count	Adipose_Subcutaneous	intron_10_28524611_28525948	7.16298669277708e-21	0.517
Astle_et_al_2016_Neutrophil_count	Adipose_Subcutaneous	intron_10_28526008_28532442	8.92275735614527e-21	0.544
Astle_et_al_2016_Neutrophil_count	Adipose_Subcutaneous	intron_10_28526008_28531735	7.40327220281706e-19	0.541
Astle_et_al_2016_Neutrophil_count	Adipose_Subcutaneous	intron_2_168851006_168851084	3.1429060543169e-15	0.873
Astle_et_al_2016_Neutrophil_count	Adipose_Subcutaneous	intron_5_69311204_69313985	5.58499044015228e-15	0.58
Astle_et_al_2016_Neutrophil_count	Adipose_Subcutaneous	intron_5_69306902_69307951	1.10899860148656e-14	0.538
Astle_et_al_2016_Neutrophil_count	Adipose_Subcutaneous	intron_2_27376183_27376313	4.40762337643817e-14	0.739
Astle_et_al_2016_Neutrophil_count	Adipose_Subcutaneous	intron_2_27376216_27376313	1.19250722074873e-13	0.758
Astle_et_al_2016_Neutrophil_count	Adipose_Subcutaneous	intron_2_168862049_168863377	3.04572107979157e-13	0.902
Astle_et_al_2016_Neutrophil_count	Adipose_Subcutaneous	intron_2_168862049_168863381	4.69970079629873e-13	0.902
Astle_et_al_2016_Neutrophil_count	Adipose_Subcutaneous	intron_2_168862049_168864834	1.15724363748495e-12	0.902
Astle_et_al_2016_Neutrophil_count	Adipose_Subcutaneous	intron_2_168843117_168851084	1.48099849617665e-12	0.505
Astle_et_al_2016_Neutrophil_count	Adipose_Subcutaneous	intron_5_179699102_179705679	1.64099753236845e-11	0.751
Astle_et_al_2016_Neutrophil_count	Adipose_Subcutaneous	intron_5_179699049_179705679	1.64099753236845e-11	0.751
Astle_et_al_2016_Neutrophil_count	Adipose_Subcutaneous	intron_1_108195992_108199956	2.5230010302419e-10	0.819
Astle_et_al_2016_Neutrophil_count	Adipose_Subcutaneous	intron_13_49549648_49549743	2.15199811115699e-09	0.799
Astle_et_al_2016_Neutrophil_count	Adipose_Subcutaneous	intron_10_89247649_89251737	2.02786091925019e-08	0.842
Astle_et_al_2016_Neutrophil_count	Adipose_Subcutaneous	intron_10_89247649_89251707	2.04281403170491e-08	0.841
Astle_et_al_2016_Neutrophil_count	Adipose_Visceral_Omentum	intron_1_36475673_36479433	3.71700116303797e-21	0.562
Astle_et_al_2016_Neutrophil_count	Adipose_Visceral_Omentum	intron_2_168851006_168851084	3.51531812041148e-15	0.865
Astle_et_al_2016_Neutrophil_count	Adipose_Visceral_Omentum	intron_5_69311204_69313985	6.14200799176662e-15	0.58
Astle_et_al_2016_Neutrophil_count	Adipose_Visceral_Omentum	intron_5_69306902_69307951	1.10899860148655e-14	0.501
Astle_et_al_2016_Neutrophil_count	Adipose_Visceral_Omentum	intron_2_168851404_168856690	6.25700779087244e-14	0.897
Astle_et_al_2016_Neutrophil_count	Adipose_Visceral_Omentum	intron_2_168862049_168863377	3.82826751351568e-13	0.884
Astle_et_al_2016_Neutrophil_count	Adipose_Visceral_Omentum	intron_2_168862049_168863381	4.23061215670724e-13	0.885
Astle_et_al_2016_Neutrophil_count	Adipose_Visceral_Omentum	intron_2_168862049_168864834	1.71433347487367e-12	0.885
Astle_et_al_2016_Neutrophil_count	Adipose_Visceral_Omentum	intron_5_179699049_179705679	1.64099753236844e-11	0.71
Astle_et_al_2016_Neutrophil_count	Adipose_Visceral_Omentum	intron_5_179699102_179705679	1.64099753236845e-11	0.711
Astle_et_al_2016_Neutrophil_count	Adipose_Visceral_Omentum	intron_10_71755466_71773358	1.96700234248628e-08	0.992
Astle_et_al_2016_Neutrophil_count	Adrenal_Gland	intron_19_45239061_45245341	1.23299856383101e-31	0.605
Astle_et_al_2016_Neutrophil_count	Adrenal_Gland	intron_10_28526008_28531735	5.47698831464377e-21	0.53
Astle_et_al_2016_Neutrophil_count	Adrenal_Gland	intron_2_168862049_168864834	1.02099980520455e-13	0.903
Astle_et_al_2016_Neutrophil_count	Adrenal_Gland	intron_2_168862049_168863377	4.34990682791686e-13	0.906
Astle_et_al_2016_Neutrophil_count	Adrenal_Gland	intron_19_48633655_48634699	2.69599680547105e-12	0.598
Astle_et_al_2016_Neutrophil_count	Adrenal_Gland	intron_5_179699102_179705679	1.64099753236844e-11	0.77
Astle_et_al_2016_Neutrophil_count	Adrenal_Gland	intron_5_179699049_179705679	1.64099753236845e-11	0.768
Astle_et_al_2016_Neutrophil_count	Adrenal_Gland	intron_11_61811075_61812471	3.33500016704815e-10	0.594
Astle_et_al_2016_Neutrophil_count	Adrenal_Gland	intron_10_89247649_89251707	2.25699758421107e-08	0.846
Astle_et_al_2016_Neutrophil_count	Artery_Aorta	intron_19_43649143_43652225	1.42799774813472e-68	0.555
Astle_et_al_2016_Neutrophil_count	Artery_Aorta	intron_1_36475673_36479433	5.70150231838524e-24	0.674
Astle_et_al_2016_Neutrophil_count	Artery_Aorta	intron_1_36477677_36479433	3.717001163038e-21	0.583
Astle_et_al_2016_Neutrophil_count	Artery_Aorta	intron_10_28524611_28525948	7.01099947196036e-21	0.528
Astle_et_al_2016_Neutrophil_count	Artery_Aorta	intron_10_28526008_28532442	1.00259826601921e-19	0.548
Astle_et_al_2016_Neutrophil_count	Artery_Aorta	intron_5_69311204_69313985	5.58499044015224e-15	0.641
Astle_et_al_2016_Neutrophil_count	Artery_Aorta	intron_5_69311204_69320237	5.58499044015228e-15	0.627
Astle_et_al_2016_Neutrophil_count	Artery_Aorta	intron_5_69285467_69294793	6.85852429951196e-15	0.568
Astle_et_al_2016_Neutrophil_count	Artery_Aorta	intron_5_69300127_69303847	1.02800134777861e-14	0.549
Astle_et_al_2016_Neutrophil_count	Artery_Aorta	intron_5_69306902_69307951	1.10899860148657e-14	0.542
Astle_et_al_2016_Neutrophil_count	Artery_Aorta	intron_5_179699049_179705679	1.64099753236844e-11	0.745
Astle_et_al_2016_Neutrophil_count	Artery_Aorta	intron_5_179699102_179705679	1.64099753236845e-11	0.747
Astle_et_al_2016_Neutrophil_count	Artery_Aorta	intron_18_23532284_23533355	4.63081585133467e-09	0.652
Astle_et_al_2016_Neutrophil_count	Artery_Aorta	intron_22_17683321_17702243	8.49300752707493e-09	0.545
Astle_et_al_2016_Neutrophil_count	Artery_Aorta	intron_10_71755466_71773358	1.96700234248629e-08	0.559
Astle_et_al_2016_Neutrophil_count	Artery_Coronary	intron_10_28526008_28532442	3.2943245893252e-19	0.544
Astle_et_al_2016_Neutrophil_count	Artery_Coronary	intron_10_28524611_28525948	3.85226429902227e-19	0.536
Astle_et_al_2016_Neutrophil_count	Artery_Coronary	intron_5_69285467_69294793	3.21201605983157e-15	0.661
Astle_et_al_2016_Neutrophil_count	Artery_Coronary	intron_5_69311204_69320237	5.58499044015228e-15	0.666
Astle_et_al_2016_Neutrophil_count	Artery_Coronary	intron_5_69311204_69313985	6.14200799176662e-15	0.646
Astle_et_al_2016_Neutrophil_count	Artery_Coronary	intron_5_69306902_69307951	1.10899860148657e-14	0.564
Astle_et_al_2016_Neutrophil_count	Artery_Coronary	intron_2_168862049_168863377	1.36084285493161e-13	0.905
Astle_et_al_2016_Neutrophil_count	Artery_Coronary	intron_5_179699102_179705679	1.64099753236844e-11	0.712
Astle_et_al_2016_Neutrophil_count	Artery_Coronary	intron_5_179699049_179705679	1.64099753236845e-11	0.691
Astle_et_al_2016_Neutrophil_count	Artery_Coronary	intron_2_168862049_168864834	7.46204354654812e-11	0.905
Astle_et_al_2016_Neutrophil_count	Artery_Coronary	intron_13_49549648_49551326	2.15199811115699e-09	0.75
Astle_et_al_2016_Neutrophil_count	Artery_Tibial	intron_11_308438_309013	3.89956152057067e-39	0.847
Astle_et_al_2016_Neutrophil_count	Artery_Tibial	intron_11_314356_314922	2.20818726956979e-21	0.837
Astle_et_al_2016_Neutrophil_count	Artery_Tibial	intron_1_36477677_36479433	3.71700116303786e-21	0.919
Astle_et_al_2016_Neutrophil_count	Artery_Tibial	intron_10_28524611_28525948	7.01099947196036e-21	0.505
Astle_et_al_2016_Neutrophil_count	Artery_Tibial	intron_10_28526008_28532442	8.03562707886185e-21	0.521
Astle_et_al_2016_Neutrophil_count	Artery_Tibial	intron_10_28526008_28531735	6.56229885960013e-19	0.514
Astle_et_al_2016_Neutrophil_count	Artery_Tibial	intron_1_36475673_36479433	2.66099127638766e-17	0.758
Astle_et_al_2016_Neutrophil_count	Artery_Tibial	intron_5_69285467_69294793	1.87515786622458e-15	0.781
Astle_et_al_2016_Neutrophil_count	Artery_Tibial	intron_5_69292362_69294793	2.73000197961047e-15	0.579
Astle_et_al_2016_Neutrophil_count	Artery_Tibial	intron_5_69314043_69320237	2.7300019796105e-15	0.719
Astle_et_al_2016_Neutrophil_count	Artery_Tibial	intron_5_69311204_69320237	5.58499044015224e-15	0.639
Astle_et_al_2016_Neutrophil_count	Artery_Tibial	intron_5_69311204_69313985	6.14200799176655e-15	0.624
Astle_et_al_2016_Neutrophil_count	Artery_Tibial	intron_5_69300127_69303847	1.02800134777861e-14	0.52
Astle_et_al_2016_Neutrophil_count	Artery_Tibial	intron_5_69306902_69307951	1.10899860148656e-14	0.512
Astle_et_al_2016_Neutrophil_count	Artery_Tibial	intron_2_168862049_168864834	1.02099980520457e-13	0.882
Astle_et_al_2016_Neutrophil_count	Artery_Tibial	intron_5_179699102_179705679	1.64099753236844e-11	0.523
Astle_et_al_2016_Neutrophil_count	Artery_Tibial	intron_5_179699049_179705679	1.64099753236844e-11	0.544
Astle_et_al_2016_Neutrophil_count	Artery_Tibial	intron_13_49549648_49551326	6.25800712917093e-09	0.744
Astle_et_al_2016_Neutrophil_count	Artery_Tibial	intron_10_71755466_71773358	1.96700234248628e-08	0.971
Astle_et_al_2016_Neutrophil_count	Artery_Tibial	intron_10_89247649_89251737	2.06794821210909e-08	0.803
Astle_et_al_2016_Neutrophil_count	Brain_Amygdala	intron_2_168862049_168864834	1.02099980520456e-13	0.741
Astle_et_al_2016_Neutrophil_count	Brain_Anterior_cingulate_cortex_BA24	intron_5_69311204_69320237	5.58499044015224e-15	0.577
Astle_et_al_2016_Neutrophil_count	Brain_Anterior_cingulate_cortex_BA24	intron_5_179699049_179705679	1.20900122785901e-11	0.659
Astle_et_al_2016_Neutrophil_count	Brain_Anterior_cingulate_cortex_BA24	intron_5_179699102_179705679	1.64099753236844e-11	0.651
Astle_et_al_2016_Neutrophil_count	Brain_Caudate_basal_ganglia	intron_5_69311204_69320237	5.58499044015234e-15	0.545
Astle_et_al_2016_Neutrophil_count	Brain_Caudate_basal_ganglia	intron_5_69311204_69313985	6.14200799176662e-15	0.541
Astle_et_al_2016_Neutrophil_count	Brain_Caudate_basal_ganglia	intron_18_23506642_23533355	9.20457485300995e-12	0.604
